date,district,wind_speed,pressure,humidity,cyclone
2025-05-10,Erode,102,967,74,0
2025-05-13,Erode,145,981,95,0
2025-05-16,Erode,47,1009,66,0
2025-05-19,Erode,32,964,71,0
2025-05-22,Erode,69,965,100,0
2025-05-25,Erode,42,989,69,0
2025-05-28,Erode,77,966,80,0
2025-05-31,Erode,103,957,82,0
2025-06-03,Erode,102,976,76,0
2025-06-06,Erode,127,984,94,0
2025-06-09,Erode,40,953,99,0
2025-06-12,Erode,74,967,88,0
2025-06-15,Erode,103,950,69,0
2025-06-18,Erode,73,957,66,0
2025-06-21,Erode,145,974,93,1
2025-06-24,Erode,105,997,64,0
2025-06-27,Erode,49,980,86,0
2025-06-30,Erode,44,981,77,0
2025-07-03,Erode,67,1019,94,0
2025-07-06,Erode,44,1011,55,0
2025-07-09,Erode,144,1017,97,0
2025-07-12,Erode,73,957,55,0
2025-07-15,Erode,85,989,71,0
2025-07-18,Erode,127,959,72,0
2025-07-21,Erode,71,996,92,0
2025-07-24,Erode,95,1003,61,0
2025-07-27,Erode,106,1015,75,0
2025-07-30,Erode,33,991,77,0
2025-08-02,Erode,76,970,97,0
2025-08-05,Erode,123,987,95,0
2025-08-08,Erode,54,974,85,0
2025-08-11,Erode,117,957,99,1
2025-08-14,Erode,70,957,72,0
2025-08-17,Erode,148,1006,67,0
2025-08-20,Erode,118,962,83,0
2025-08-23,Erode,136,971,71,0
2025-08-26,Erode,90,989,85,0
2025-08-29,Erode,152,979,76,0
2025-09-01,Erode,45,1002,95,0
2025-09-04,Erode,146,975,96,1
2025-09-07,Erode,35,966,58,0
2025-09-10,Erode,38,971,87,0
2025-09-13,Erode,64,963,71,0
2025-09-16,Erode,146,972,58,0
2025-09-19,Erode,54,1000,78,0
2025-09-22,Erode,41,956,58,0
2025-09-25,Erode,108,954,72,0
2025-09-28,Erode,124,1005,64,0
2025-10-01,Erode,58,981,73,0
2025-10-04,Erode,111,983,85,0
2025-10-07,Erode,129,977,74,0
2025-10-10,Erode,102,990,70,0
2025-10-13,Erode,63,1015,57,0
2025-10-16,Erode,122,954,58,0
2025-10-19,Erode,61,958,61,0
2025-10-22,Erode,39,989,99,0
2025-10-25,Erode,154,961,81,0
2025-10-28,Erode,108,996,96,0
2025-10-31,Erode,156,953,91,1
2025-11-03,Erode,101,991,93,0
2025-11-06,Erode,118,993,73,0
2025-11-09,Erode,128,991,88,0
2025-11-12,Erode,111,1007,57,0
2025-11-15,Erode,62,953,73,0
2025-11-18,Erode,106,1010,80,0
2025-11-21,Erode,60,1019,95,0
2025-11-24,Erode,132,954,67,0
2025-11-27,Erode,151,950,68,0
2025-11-30,Erode,131,1004,55,0
2025-12-03,Erode,101,1000,78,0
2025-12-06,Erode,99,1007,90,0
2025-12-09,Erode,64,980,56,0
2025-12-12,Erode,41,957,71,0
2025-12-15,Erode,76,1005,100,0
2025-12-18,Erode,95,974,89,0
2025-12-21,Erode,100,960,60,0
2025-12-24,Erode,48,965,94,0
2025-12-27,Erode,34,1020,77,0
2025-12-30,Erode,108,987,78,0
2025-01-01,Tirunelveli,102,985,84,0
2025-01-04,Tirunelveli,99,1001,69,0
2025-01-07,Tirunelveli,119,1014,55,0
2025-01-10,Tirunelveli,138,1002,77,0
2025-01-13,Tirunelveli,35,976,74,0
2025-01-16,Tirunelveli,116,963,62,0
2025-01-19,Tirunelveli,101,966,67,0
2025-01-22,Tirunelveli,132,973,100,1
2025-01-25,Tirunelveli,159,955,83,0
2025-01-28,Tirunelveli,125,993,57,0
2025-01-31,Tirunelveli,75,958,75,0
2025-02-03,Tirunelveli,153,980,57,0
2025-02-06,Tirunelveli,80,993,77,0
2025-02-09,Tirunelveli,45,997,60,0
2025-02-12,Tirunelveli,57,1004,78,0
2025-02-15,Tirunelveli,34,987,74,0
2025-02-18,Tirunelveli,86,953,84,0
2025-02-21,Tirunelveli,148,987,99,0
2025-02-24,Tirunelveli,81,999,75,0
2025-02-27,Tirunelveli,67,976,82,0
2025-03-02,Tirunelveli,31,1007,71,0
2025-03-05,Tirunelveli,47,985,78,0
2025-03-08,Tirunelveli,104,951,86,1
2025-03-11,Tirunelveli,109,973,64,0
2025-03-14,Tirunelveli,160,956,78,0
2025-03-17,Tirunelveli,105,994,79,0
2025-03-20,Tirunelveli,109,983,57,0
2025-03-23,Tirunelveli,117,985,77,0
2025-03-26,Tirunelveli,101,998,83,0
2025-03-29,Tirunelveli,96,959,78,0
2025-04-01,Tirunelveli,128,998,99,0
2025-04-04,Tirunelveli,126,1001,71,0
2025-04-07,Tirunelveli,146,991,72,0
2025-04-10,Tirunelveli,99,994,90,0
2025-04-13,Tirunelveli,45,981,64,0
2025-04-16,Tirunelveli,61,1014,80,0
2025-04-19,Tirunelveli,128,1008,65,0
2025-04-22,Tirunelveli,42,989,61,0
2025-04-25,Tirunelveli,82,994,97,0
2025-04-28,Tirunelveli,41,959,62,0
2025-05-01,Tirunelveli,79,951,67,0
2025-05-04,Tirunelveli,84,993,98,0
2025-05-07,Tirunelveli,76,1009,66,0
2025-05-10,Tirunelveli,37,997,78,0
2025-05-13,Tirunelveli,78,970,90,0
2025-05-16,Tirunelveli,36,992,78,0
2025-05-19,Tirunelveli,67,985,86,0
2025-05-22,Tirunelveli,149,978,94,1
2025-05-25,Tirunelveli,73,1000,70,0
2025-05-28,Tirunelveli,128,979,62,0
2025-05-31,Tirunelveli,121,997,63,0
2025-06-03,Tirunelveli,115,1013,65,0
2025-06-06,Tirunelveli,111,1015,64,0
2025-06-09,Tirunelveli,54,973,70,0
2025-06-12,Tirunelveli,66,1001,88,0
2025-06-15,Tirunelveli,107,992,72,0
2025-06-18,Tirunelveli,109,981,56,0
2025-06-21,Tirunelveli,152,1019,97,0
2025-06-24,Tirunelveli,160,1018,97,0
2025-06-27,Tirunelveli,142,954,90,1
2025-06-30,Tirunelveli,94,982,94,0
2025-07-03,Tirunelveli,119,993,97,0
2025-07-06,Tirunelveli,145,1013,61,0
2025-07-09,Tirunelveli,152,957,86,1
2025-07-12,Tirunelveli,56,1016,87,0
2025-07-15,Tirunelveli,138,974,56,0
2025-07-18,Tirunelveli,73,997,65,0
2025-07-21,Tirunelveli,98,958,87,0
2025-07-24,Tirunelveli,128,973,56,0
2025-07-27,Tirunelveli,67,1018,97,0
2025-07-30,Tirunelveli,118,992,60,0
2025-08-02,Tirunelveli,85,955,72,0
2025-08-05,Tirunelveli,112,1011,100,0
2025-08-08,Tirunelveli,40,965,90,0
2025-08-11,Tirunelveli,146,963,60,0
2025-08-14,Tirunelveli,147,970,59,0
2025-08-17,Tirunelveli,41,990,69,0
2025-08-20,Tirunelveli,120,964,90,1
2025-08-23,Tirunelveli,35,969,78,0
2025-08-26,Tirunelveli,37,978,76,0
2025-08-29,Tirunelveli,125,1011,60,0
2025-09-01,Tirunelveli,154,1006,62,0
2025-09-04,Tirunelveli,47,986,93,0
2025-09-07,Tirunelveli,118,952,76,0
2025-09-10,Tirunelveli,63,986,68,0
2025-09-13,Tirunelveli,104,1019,90,0
2025-09-16,Tirunelveli,83,1004,91,0
2025-09-19,Tirunelveli,34,1016,83,0
2025-09-22,Tirunelveli,82,983,84,0
2025-09-25,Tirunelveli,41,1018,65,0
2025-09-28,Tirunelveli,60,953,66,0
2025-10-01,Tirunelveli,151,1010,94,0
2025-10-04,Tirunelveli,123,1011,94,0
2025-10-07,Tirunelveli,95,1014,68,0
2025-10-10,Tirunelveli,128,967,82,0
2025-10-13,Tirunelveli,94,1020,57,0
2025-10-16,Tirunelveli,33,975,95,0
2025-10-19,Tirunelveli,101,962,69,0
2025-10-22,Tirunelveli,38,1005,72,0
2025-10-25,Tirunelveli,49,976,98,0
2025-10-28,Tirunelveli,138,1005,81,0
2025-10-31,Tirunelveli,76,1004,56,0
2025-11-03,Tirunelveli,143,959,87,1
2025-11-06,Tirunelveli,38,1010,55,0
2025-11-09,Tirunelveli,105,965,86,1
2025-11-12,Tirunelveli,31,985,93,0
2025-11-15,Tirunelveli,114,955,63,0
2025-11-18,Tirunelveli,36,983,94,0
2025-11-21,Tirunelveli,145,1017,88,0
2025-11-24,Tirunelveli,134,969,61,0
2025-11-27,Tirunelveli,72,997,61,0
2025-11-30,Tirunelveli,36,996,67,0
2025-12-03,Tirunelveli,85,996,85,0
2025-12-06,Tirunelveli,43,980,74,0
2025-12-09,Tirunelveli,101,995,56,0
2025-12-12,Tirunelveli,30,959,71,0
2025-12-15,Tirunelveli,67,966,79,0
2025-12-18,Tirunelveli,155,985,88,0
2025-12-21,Tirunelveli,65,1004,91,0
2025-12-24,Tirunelveli,99,1012,58,0
2025-12-27,Tirunelveli,45,981,95,0
2025-12-30,Tirunelveli,39,960,58,0
2025-01-01,Vellore,94,995,57,0
2025-01-04,Vellore,75,1006,80,0
2025-01-07,Vellore,110,976,97,1
2025-01-10,Vellore,64,1002,63,0
2025-01-13,Vellore,57,1005,96,0
2025-01-16,Vellore,74,960,56,0
2025-01-19,Vellore,113,993,98,0
2025-01-22,Vellore,75,962,81,0
2025-01-25,Vellore,133,1018,89,0
2025-01-28,Vellore,155,964,72,0
2025-01-31,Vellore,153,963,86,1
2025-02-03,Vellore,141,1009,94,0
2025-02-06,Vellore,52,951,68,0
2025-02-09,Vellore,128,958,98,1
2025-02-12,Vellore,96,995,73,0
2025-02-15,Vellore,31,993,93,0
2025-02-18,Vellore,134,965,88,1
2025-02-21,Vellore,64,994,100,0
2025-02-24,Vellore,47,1009,70,0
2025-02-27,Vellore,60,976,69,0
2025-03-02,Vellore,90,971,90,0
2025-03-05,Vellore,88,1017,86,0
2025-03-08,Vellore,110,996,98,0
2025-03-11,Vellore,71,1016,76,0
2025-03-14,Vellore,37,1011,55,0
2025-03-17,Vellore,78,957,59,0
2025-03-20,Vellore,41,979,75,0
2025-03-23,Vellore,150,964,99,1
2025-03-26,Vellore,146,978,80,0
2025-03-29,Vellore,88,999,92,0
2025-04-01,Vellore,33,999,87,0
2025-04-04,Vellore,81,981,58,0
2025-04-07,Vellore,102,955,99,1
2025-04-10,Vellore,30,1012,92,0
2025-04-13,Vellore,47,978,65,0
2025-04-16,Vellore,79,966,65,0
2025-04-19,Vellore,128,974,62,0
2025-04-22,Vellore,110,959,91,1
2025-04-25,Vellore,44,968,74,0
2025-04-28,Vellore,59,986,61,0
2025-05-01,Vellore,88,968,65,0
2025-05-04,Vellore,31,1019,82,0
2025-05-07,Vellore,80,1013,86,0
2025-05-10,Vellore,155,968,85,0
2025-05-13,Vellore,112,1008,60,0
2025-05-16,Vellore,100,972,82,0
2025-05-19,Vellore,140,1001,84,0
2025-05-22,Vellore,119,1010,74,0
2025-05-25,Vellore,92,956,80,0
2025-05-28,Vellore,115,974,62,0
2025-05-31,Vellore,142,963,88,1
2025-06-03,Vellore,73,986,87,0
2025-06-06,Vellore,136,1018,67,0
2025-06-09,Vellore,154,983,75,0
2025-06-12,Vellore,151,970,55,0
2025-06-15,Vellore,66,975,76,0
2025-06-18,Vellore,126,973,70,0
2025-06-21,Vellore,146,968,64,0
2025-06-24,Vellore,87,1003,79,0
2025-06-27,Vellore,155,1006,75,0
2025-06-30,Vellore,99,1008,96,0
2025-07-03,Vellore,106,1012,99,0
2025-07-06,Vellore,110,1010,77,0
2025-07-09,Vellore,33,1020,89,0
2025-07-12,Vellore,44,1014,85,0
2025-07-15,Vellore,60,989,65,0
2025-07-18,Vellore,147,1016,57,0
2025-07-21,Vellore,123,1008,80,0
2025-07-24,Vellore,110,977,60,0
2025-07-27,Vellore,119,1001,71,0
2025-07-30,Vellore,60,999,74,0
2025-08-02,Vellore,36,1002,66,0
2025-08-05,Vellore,56,1010,78,0
2025-08-08,Vellore,52,997,68,0
2025-08-11,Vellore,123,969,86,1
2025-08-14,Vellore,33,1002,80,0
2025-08-17,Vellore,110,1018,95,0
2025-08-20,Vellore,130,1018,70,0
2025-08-23,Vellore,121,964,88,1
2025-08-26,Vellore,103,1003,73,0
2025-08-29,Vellore,53,970,66,0
2025-09-01,Vellore,97,956,91,0
2025-09-04,Vellore,98,1017,96,0
2025-09-07,Vellore,111,956,78,0
2025-09-10,Vellore,44,966,82,0
2025-09-13,Vellore,51,972,82,0
2025-09-16,Vellore,44,999,74,0
2025-09-19,Vellore,133,961,78,0
2025-09-22,Vellore,68,1012,96,0
2025-09-25,Vellore,106,965,89,1
2025-09-28,Vellore,86,1000,91,0
2025-10-01,Vellore,110,999,56,0
2025-10-04,Vellore,124,980,87,0
2025-10-07,Vellore,143,958,67,0
2025-10-10,Vellore,47,986,63,0
2025-10-13,Vellore,115,999,67,0
2025-10-16,Vellore,75,982,100,0
2025-10-19,Vellore,145,990,85,0
2025-10-22,Vellore,40,961,98,0
2025-10-25,Vellore,48,959,75,0
2025-10-28,Vellore,84,950,95,0
2025-10-31,Vellore,118,951,67,0
2025-11-03,Vellore,121,1006,63,0
2025-11-06,Vellore,106,993,72,0
2025-11-09,Vellore,147,977,66,0
2025-11-12,Vellore,107,1001,73,0
2025-11-15,Vellore,122,1010,89,0
2025-11-18,Vellore,71,958,58,0
2025-11-21,Vellore,123,1007,98,0
2025-11-24,Vellore,95,987,91,0
2025-11-27,Vellore,52,993,75,0
2025-11-30,Vellore,71,1002,68,0
2025-12-03,Vellore,121,1007,73,0
2025-12-06,Vellore,65,1000,87,0
2025-12-09,Vellore,85,969,59,0
2025-12-12,Vellore,48,1004,86,0
2025-12-15,Vellore,35,992,76,0
2025-12-18,Vellore,112,994,59,0
2025-12-21,Vellore,53,1020,65,0
2025-12-24,Vellore,55,1004,61,0
2025-12-27,Vellore,57,953,66,0
2025-12-30,Vellore,116,957,90,1
2025-01-01,Thanjavur,149,1007,65,0
2025-01-04,Thanjavur,72,950,88,0
2025-01-07,Thanjavur,31,986,93,0
2025-01-10,Thanjavur,118,976,71,0
2025-01-13,Thanjavur,32,1009,67,0
2025-01-16,Thanjavur,38,1006,94,0
2025-01-19,Thanjavur,52,972,94,0
2025-01-22,Thanjavur,146,996,86,0
2025-01-25,Thanjavur,106,953,78,0
2025-01-28,Thanjavur,146,1019,78,0
2025-01-31,Thanjavur,74,955,58,0
2025-02-03,Thanjavur,52,975,55,0
2025-02-06,Thanjavur,42,999,90,0
2025-02-09,Thanjavur,107,968,66,0
2025-02-12,Thanjavur,85,989,77,0
2025-02-15,Thanjavur,30,950,67,0
2025-02-18,Thanjavur,85,985,93,0
2025-02-21,Thanjavur,143,991,71,0
2025-02-24,Thanjavur,113,955,57,0
2025-02-27,Thanjavur,51,1011,57,0
2025-03-02,Thanjavur,101,960,90,1
2025-03-05,Thanjavur,137,981,58,0
2025-03-08,Thanjavur,142,980,94,0
2025-03-11,Thanjavur,61,985,63,0
2025-03-14,Thanjavur,108,977,59,0
2025-03-17,Thanjavur,78,964,60,0
2025-03-20,Thanjavur,142,970,58,0
2025-03-23,Thanjavur,72,994,72,0
2025-03-26,Thanjavur,33,1004,81,0
2025-03-29,Thanjavur,49,966,99,0
2025-04-01,Thanjavur,150,1015,67,0
2025-04-04,Thanjavur,43,971,83,0
2025-04-07,Thanjavur,153,951,90,1
2025-04-10,Thanjavur,101,972,71,0
2025-04-13,Thanjavur,75,958,86,0
2025-04-16,Thanjavur,100,1005,74,0
2025-04-19,Thanjavur,147,959,65,0
2025-04-22,Thanjavur,84,950,67,0
2025-04-25,Thanjavur,133,1012,92,0
2025-04-28,Thanjavur,83,974,81,0
2025-05-01,Thanjavur,99,1015,71,0
2025-05-04,Thanjavur,160,958,79,0
2025-05-07,Thanjavur,79,960,96,0
2025-05-10,Thanjavur,102,983,67,0
2025-05-13,Thanjavur,146,1017,62,0
2025-05-16,Thanjavur,51,1013,79,0
2025-05-19,Thanjavur,32,974,60,0
2025-05-22,Thanjavur,137,999,89,0
2025-05-25,Thanjavur,151,954,75,0
2025-05-28,Thanjavur,52,990,88,0
2025-05-31,Thanjavur,127,951,55,0
2025-06-03,Thanjavur,104,1009,89,0
2025-06-06,Thanjavur,61,1007,77,0
2025-06-09,Thanjavur,67,964,57,0
2025-06-12,Thanjavur,57,997,59,0
2025-06-15,Thanjavur,96,977,81,0
2025-06-18,Thanjavur,60,984,55,0
2025-06-21,Thanjavur,31,977,58,0
2025-06-24,Thanjavur,143,957,98,1
2025-06-27,Thanjavur,134,974,92,1
2025-06-30,Thanjavur,67,1011,59,0
2025-07-03,Thanjavur,51,1011,92,0
2025-07-06,Thanjavur,95,997,72,0
2025-07-09,Thanjavur,132,993,96,0
2025-07-12,Thanjavur,160,960,79,0
2025-07-15,Thanjavur,49,956,79,0
2025-07-18,Thanjavur,62,1008,58,0
2025-07-21,Thanjavur,47,956,87,0
2025-07-24,Thanjavur,119,993,71,0
2025-07-27,Thanjavur,103,962,61,0
2025-07-30,Thanjavur,100,966,90,0
2025-08-02,Thanjavur,122,983,99,0
2025-08-05,Thanjavur,54,998,85,0
2025-08-08,Thanjavur,60,996,55,0
2025-08-11,Thanjavur,145,993,98,0
2025-08-14,Thanjavur,124,951,87,1
2025-08-17,Thanjavur,137,957,77,0
2025-08-20,Thanjavur,50,997,85,0
2025-08-23,Thanjavur,119,980,58,0
2025-08-26,Thanjavur,46,1006,74,0
2025-08-29,Thanjavur,154,970,74,0
2025-09-01,Thanjavur,121,1007,83,0
2025-09-04,Thanjavur,90,968,64,0
2025-09-07,Thanjavur,77,967,73,0
2025-09-10,Thanjavur,142,960,94,1
2025-09-13,Thanjavur,116,997,58,0
2025-09-16,Thanjavur,80,958,65,0
2025-09-19,Thanjavur,44,1012,56,0
2025-09-22,Thanjavur,106,957,67,0
2025-09-25,Thanjavur,63,1003,58,0
2025-09-28,Thanjavur,105,981,56,0
2025-10-01,Thanjavur,158,981,77,0
2025-10-04,Thanjavur,83,997,81,0
2025-10-07,Thanjavur,70,983,80,0
2025-10-10,Thanjavur,80,980,96,0
2025-10-13,Thanjavur,126,1018,92,0
2025-10-16,Thanjavur,88,1001,95,0
2025-10-19,Thanjavur,133,989,83,0
2025-10-22,Thanjavur,110,997,98,0
2025-10-25,Thanjavur,142,1014,85,0
2025-10-28,Thanjavur,71,969,67,0
2025-10-31,Thanjavur,115,950,64,0
2025-11-03,Thanjavur,135,974,66,0
2025-11-06,Thanjavur,135,997,94,0
2025-11-09,Thanjavur,54,1009,96,0
2025-11-12,Thanjavur,142,981,63,0
2025-11-15,Thanjavur,65,1006,81,0
2025-11-18,Thanjavur,33,1003,91,0
2025-11-21,Thanjavur,116,1018,67,0
2025-11-24,Thanjavur,152,1010,93,0
2025-11-27,Thanjavur,56,954,61,0
2025-11-30,Thanjavur,114,1002,67,0
2025-12-03,Thanjavur,136,1014,74,0
2025-12-06,Thanjavur,54,951,90,0
2025-12-09,Thanjavur,34,1016,95,0
2025-12-12,Thanjavur,126,971,92,1
2025-12-15,Thanjavur,52,1006,100,0
2025-12-18,Thanjavur,128,962,82,0
2025-12-21,Thanjavur,157,1003,81,0
2025-12-24,Thanjavur,64,1004,83,0
2025-12-27,Thanjavur,89,952,100,0
2025-12-30,Thanjavur,143,1015,79,0
2025-01-01,Dindigul,130,960,100,1
2025-01-04,Dindigul,124,1005,63,0
2025-01-07,Dindigul,41,958,74,0
2025-01-10,Dindigul,101,969,88,1
2025-01-13,Dindigul,39,974,65,0
2025-01-16,Dindigul,147,998,69,0
2025-01-19,Dindigul,86,979,62,0
2025-01-22,Dindigul,117,969,90,1
2025-01-25,Dindigul,83,986,68,0
2025-01-28,Dindigul,83,971,60,0
2025-01-31,Dindigul,97,968,70,0
2025-02-03,Dindigul,155,996,95,0
2025-02-06,Dindigul,118,980,78,0
2025-02-09,Dindigul,83,966,98,0
2025-02-12,Dindigul,44,950,73,0
2025-02-15,Dindigul,47,1012,66,0
2025-02-18,Dindigul,81,1017,55,0
2025-02-21,Dindigul,36,986,89,0
2025-02-24,Dindigul,148,1014,85,0
2025-02-27,Dindigul,88,1008,74,0
2025-03-02,Dindigul,102,982,70,0
2025-03-05,Dindigul,84,975,60,0
2025-03-08,Dindigul,128,999,69,0
2025-03-11,Dindigul,87,985,97,0
2025-03-14,Dindigul,117,972,96,1
2025-03-17,Dindigul,138,966,80,0
2025-03-20,Dindigul,126,957,64,0
2025-03-23,Dindigul,66,1001,79,0
2025-03-26,Dindigul,45,1007,62,0
2025-03-29,Dindigul,117,980,94,0
2025-04-01,Dindigul,134,958,72,0
2025-04-04,Dindigul,104,998,97,0
2025-04-07,Dindigul,43,967,97,0
2025-04-10,Dindigul,50,1008,83,0
2025-04-13,Dindigul,147,995,88,0
2025-04-16,Dindigul,145,1015,67,0
2025-04-19,Dindigul,150,1007,57,0
2025-04-22,Dindigul,77,990,77,0
2025-04-25,Dindigul,80,1012,90,0
2025-04-28,Dindigul,31,1008,71,0
2025-05-01,Dindigul,88,990,78,0
2025-05-04,Dindigul,133,990,89,0
2025-05-07,Dindigul,143,985,99,0
2025-05-10,Dindigul,91,973,59,0
2025-05-13,Dindigul,149,999,73,0
2025-05-16,Dindigul,110,1000,76,0
2025-05-19,Dindigul,127,964,90,1
2025-05-22,Dindigul,63,959,88,0
2025-05-25,Dindigul,150,1019,85,0
2025-05-28,Dindigul,64,1017,75,0
2025-05-31,Dindigul,43,1005,74,0
2025-06-03,Dindigul,124,993,89,0
2025-06-06,Dindigul,64,987,86,0
2025-06-09,Dindigul,152,1010,79,0
2025-06-12,Dindigul,117,978,99,1
2025-06-15,Dindigul,66,976,67,0
2025-06-18,Dindigul,158,958,80,0
2025-06-21,Dindigul,31,981,100,0
2025-06-24,Dindigul,105,1015,64,0
2025-06-27,Dindigul,74,974,60,0
2025-06-30,Dindigul,43,1018,98,0
2025-07-03,Dindigul,140,958,69,0
2025-07-06,Dindigul,102,963,66,0
2025-07-09,Dindigul,32,986,92,0
2025-07-12,Dindigul,60,1018,84,0
2025-07-15,Dindigul,113,954,96,1
2025-07-18,Dindigul,80,1010,97,0
2025-07-21,Dindigul,129,1009,58,0
2025-07-24,Dindigul,131,1014,60,0
2025-07-27,Dindigul,120,964,76,0
2025-07-30,Dindigul,114,966,68,0
2025-08-02,Dindigul,81,1011,68,0
2025-08-05,Dindigul,156,963,91,1
2025-08-08,Dindigul,36,1020,56,0
2025-08-11,Dindigul,121,1017,75,0
2025-08-14,Dindigul,137,957,55,0
2025-08-17,Dindigul,72,984,73,0
2025-08-20,Dindigul,88,1007,86,0
2025-08-23,Dindigul,82,980,98,0
2025-08-26,Dindigul,93,961,94,0
2025-08-29,Dindigul,35,1004,57,0
2025-09-01,Dindigul,68,975,65,0
2025-09-04,Dindigul,104,974,92,1
2025-09-07,Dindigul,104,991,74,0
2025-09-10,Dindigul,65,985,100,0
2025-09-13,Dindigul,99,976,64,0
2025-09-16,Dindigul,145,965,87,1
2025-09-19,Dindigul,109,992,71,0
2025-09-22,Dindigul,86,972,94,0
2025-09-25,Dindigul,109,961,69,0
2025-09-28,Dindigul,61,999,79,0
2025-10-01,Dindigul,114,979,96,1
2025-10-04,Dindigul,80,993,85,0
2025-10-07,Dindigul,44,991,81,0
2025-10-10,Dindigul,154,982,98,0
2025-10-13,Dindigul,36,996,57,0
2025-10-16,Dindigul,153,952,93,1
2025-10-19,Dindigul,105,986,74,0
2025-10-22,Dindigul,124,994,77,0
2025-10-25,Dindigul,92,1011,70,0
2025-10-28,Dindigul,143,962,80,0
2025-10-31,Dindigul,77,983,87,0
2025-11-03,Dindigul,157,1008,73,0
2025-11-06,Dindigul,69,986,97,0
2025-11-09,Dindigul,41,1010,69,0
2025-11-12,Dindigul,127,972,96,1
2025-11-15,Dindigul,97,1013,61,0
2025-11-18,Dindigul,125,964,80,0
2025-11-21,Dindigul,56,1009,60,0
2025-11-24,Dindigul,53,969,56,0
2025-11-27,Dindigul,139,979,93,1
2025-11-30,Dindigul,146,1016,59,0
2025-12-03,Dindigul,39,986,69,0
2025-12-06,Dindigul,47,981,67,0
2025-12-09,Dindigul,87,1003,71,0
2025-12-12,Dindigul,158,965,99,1
2025-12-15,Dindigul,160,965,58,0
2025-12-18,Dindigul,97,963,62,0
2025-12-21,Dindigul,64,1003,55,0
2025-12-24,Dindigul,150,957,66,0
2025-12-27,Dindigul,116,987,79,0
2025-12-30,Dindigul,140,958,72,0
2025-01-01,Thoothukudi,136,994,56,0
2025-01-04,Thoothukudi,158,992,77,0
2025-01-07,Thoothukudi,142,980,100,0
2025-01-10,Thoothukudi,87,1020,59,0
2025-01-13,Thoothukudi,120,998,56,0
2025-01-16,Thoothukudi,112,1011,64,0
2025-01-19,Thoothukudi,153,982,65,0
2025-01-22,Thoothukudi,149,968,73,0
2025-01-25,Thoothukudi,42,952,93,0
2025-01-28,Thoothukudi,73,980,88,0
2025-01-31,Thoothukudi,99,953,65,0
2025-02-03,Thoothukudi,103,957,61,0
2025-02-06,Thoothukudi,93,971,78,0
2025-02-09,Thoothukudi,126,955,66,0
2025-02-12,Thoothukudi,86,1016,69,0
2025-02-15,Thoothukudi,97,992,85,0
2025-02-18,Thoothukudi,69,990,67,0
2025-02-21,Thoothukudi,94,1012,95,0
2025-02-24,Thoothukudi,131,988,55,0
2025-02-27,Thoothukudi,32,974,67,0
2025-03-02,Thoothukudi,56,970,59,0
2025-03-05,Thoothukudi,132,956,82,0
2025-03-08,Thoothukudi,34,960,57,0
2025-03-11,Thoothukudi,107,1018,55,0
2025-03-14,Thoothukudi,156,968,55,0
2025-03-17,Thoothukudi,131,984,86,0
2025-03-20,Thoothukudi,88,1010,90,0
2025-03-23,Thoothukudi,94,1010,82,0
2025-03-26,Thoothukudi,147,985,86,0
2025-03-29,Thoothukudi,32,951,65,0
2025-04-01,Thoothukudi,105,985,65,0
2025-04-04,Thoothukudi,36,980,69,0
2025-04-07,Thoothukudi,52,984,58,0
2025-04-10,Thoothukudi,153,989,56,0
2025-04-13,Thoothukudi,49,990,74,0
2025-04-16,Thoothukudi,130,985,65,0
2025-04-19,Thoothukudi,96,975,57,0
2025-04-22,Thoothukudi,98,968,90,0
2025-04-25,Thoothukudi,48,957,64,0
2025-04-28,Thoothukudi,118,1010,88,0
2025-05-01,Thoothukudi,118,1015,60,0
2025-05-04,Thoothukudi,74,1014,71,0
2025-05-07,Thoothukudi,142,950,78,0
2025-05-10,Thoothukudi,111,1015,91,0
2025-05-13,Thoothukudi,67,987,88,0
2025-05-16,Thoothukudi,93,985,85,0
2025-05-19,Thoothukudi,36,996,64,0
2025-05-22,Thoothukudi,90,974,95,0
2025-05-25,Thoothukudi,52,998,60,0
2025-05-28,Thoothukudi,143,958,80,0
2025-05-31,Thoothukudi,142,973,81,0
2025-06-03,Thoothukudi,119,962,88,1
2025-06-06,Thoothukudi,127,982,90,0
2025-06-09,Thoothukudi,117,1014,93,0
2025-06-12,Thoothukudi,129,982,70,0
2025-06-15,Thoothukudi,93,985,95,0
2025-06-18,Thoothukudi,150,1018,65,0
2025-06-21,Thoothukudi,33,953,76,0
2025-06-24,Thoothukudi,77,970,60,0
2025-06-27,Thoothukudi,101,958,95,1
2025-06-30,Thoothukudi,67,961,95,0
2025-07-03,Thoothukudi,114,957,64,0
2025-07-06,Thoothukudi,90,1000,94,0
2025-07-09,Thoothukudi,62,983,67,0
2025-07-12,Thoothukudi,136,984,75,0
2025-07-15,Thoothukudi,137,996,94,0
2025-07-18,Thoothukudi,76,968,62,0
2025-07-21,Thoothukudi,138,996,86,0
2025-07-24,Thoothukudi,86,969,92,0
2025-07-27,Thoothukudi,115,1009,71,0
2025-07-30,Thoothukudi,129,970,59,0
2025-08-02,Thoothukudi,155,950,71,0
2025-08-05,Thoothukudi,60,978,63,0
2025-08-08,Thoothukudi,134,1011,60,0
2025-08-11,Thoothukudi,115,953,69,0
2025-08-14,Thoothukudi,103,983,97,0
2025-08-17,Thoothukudi,85,1002,81,0
2025-08-20,Thoothukudi,50,976,70,0
